userId,group,trialNo,userInput,shubNo
937054558791476f835bfdccf492c135,0,7,30,30
9aa3a6e1dd914227b0ee95e9c1294dda,1,7,2,2
6b1fdb2c84c4408dad0d90063cd56c59,1,7,24,24
516b743a3b66430bbd2a9e97b6e7cd80,0,3,13,19
516b743a3b66430bbd2a9e97b6e7cd80,0,7,2,2
df6390934934412b8bbd36532e6d92c1,1,3,2,2
df6390934934412b8bbd36532e6d92c1,1,7,3,2
3d17834ba4d64964a22d6d29d48a13b0,0,3,12,12
3d17834ba4d64964a22d6d29d48a13b0,0,7,42,42
e03c334a9fa142d081e0d73d854d02ff,0,3,2,2
c104b6a8baaf4f3e9aedc686d4f91942,1,3,17,17
e03c334a9fa142d081e0d73d854d02ff,0,7,2,2
c104b6a8baaf4f3e9aedc686d4f91942,1,7,102,102
7082ec79b51e49c78f670e83c1785c6a,1,3,3,2
6998d95d19da41a4896059f4b007b946,1,3,2,2
7082ec79b51e49c78f670e83c1785c6a,1,7,2,2
748236607fd548e4b53d7796de4eb66c,1,3,2,2
6998d95d19da41a4896059f4b007b946,1,7,6,10
748236607fd548e4b53d7796de4eb66c,1,7,2,2
2552444c9bbe42c8a20bf89d8a776f28,0,3,13,3
e8bbd3c17eff478ea9463ca3a9ce95ce,1,3,6,6
2552444c9bbe42c8a20bf89d8a776f28,0,7,2,2
f3bab31cc0814438b7d7d590fd824e38,1,3,3,6
e8bbd3c17eff478ea9463ca3a9ce95ce,1,7,3,3
f3bab31cc0814438b7d7d590fd824e38,1,7,13,13
055f48f5b53d48c59eba6f7f74417c24,1,3,3,2
b1f9dd85f40240869ee40055f77c3565,1,3,13,17
5c212d7f612d4b338f0930e8db4f587a,1,3,2,2
8a63ff41a7584637bcd873f7129ce9d8,0,3,17,17
5c212d7f612d4b338f0930e8db4f587a,1,7,2,2
b1f9dd85f40240869ee40055f77c3565,1,7,57,57
8a63ff41a7584637bcd873f7129ce9d8,0,7,97,102
055f48f5b53d48c59eba6f7f74417c24,1,7,4,2
efc39d20adbd414b9259955495423483,0,3,2,2
efc39d20adbd414b9259955495423483,0,7,2,2
d9f917b3996e4873a9953f9ef633a456,0,3,10,17
d9f917b3996e4873a9953f9ef633a456,0,7,4,57
388b8ca7fe164530bf8f315f2118c055,0,3,2,2
187e8080e5824888b933915d2677033c,1,3,17,17
43e83cfcd61849909bce17852d089567,1,3,5,5
0d95a0568951402f83989bbfe243dee8,0,3,13,17
388b8ca7fe164530bf8f315f2118c055,0,7,2,2
636bbfe78dea4a339fba785cd5d6556c,0,3,2,2
187e8080e5824888b933915d2677033c,1,7,27,27
43e83cfcd61849909bce17852d089567,1,7,2,2
dc67d1e06f974f74ad83df4b16f4e420,0,3,10,6
0d95a0568951402f83989bbfe243dee8,0,7,48,48
636bbfe78dea4a339fba785cd5d6556c,0,7,2,2
27c54a991127459c9e48e8b86310a656,0,3,6,6
dc67d1e06f974f74ad83df4b16f4e420,0,7,2,2
fa716642f3c34e91ac30e527beb9e500,1,3,4,2
e2e762e163f94ee88bc1b50dfe9c0827,1,3,6,6
fa716642f3c34e91ac30e527beb9e500,1,7,2,2
1a9013d4f78a43099db1bd73ad7601fc,1,3,2,2
844808f439ad4a23862f76d3d1cc9621,0,3,17,17
e2e762e163f94ee88bc1b50dfe9c0827,1,7,2,2
844808f439ad4a23862f76d3d1cc9621,0,7,35,35
27c54a991127459c9e48e8b86310a656,0,7,17,17
96c90bc485fb42d087966abdcc22e6b4,1,3,7,7
1a2e0b76ecf84d949ec133a4643c778c,1,3,9,9
1a2e0b76ecf84d949ec133a4643c778c,1,3,9,9
1c5e814bf7cb400e9a2332fcaa268804,1,3,17,17
96c90bc485fb42d087966abdcc22e6b4,1,7,11,10
f78384e1080e49e6becd4254d079bcc3,1,3,7,6
1a2e0b76ecf84d949ec133a4643c778c,1,7,2,2
4a589dc66a2042629a30d128a87d7e0e,1,3,5,5
4a589dc66a2042629a30d128a87d7e0e,1,3,5,5
1c5e814bf7cb400e9a2332fcaa268804,1,7,57,57
7b0db18d0bd441a0a5ba1bb0ffa6a43b,1,3,2,2
f78384e1080e49e6becd4254d079bcc3,1,7,2,2
4a589dc66a2042629a30d128a87d7e0e,1,7,2,2
4a589dc66a2042629a30d128a87d7e0e,1,7,2,2
7b0db18d0bd441a0a5ba1bb0ffa6a43b,1,7,2,2
d76c423f46c441f48700af1c60eac75f,0,3,5,21
182325f3805c4b56a50f1cc795b47275,0,3,7,7
d76c423f46c441f48700af1c60eac75f,0,7,38,71
d76c423f46c441f48700af1c60eac75f,0,7,38,71
d76c423f46c441f48700af1c60eac75f,0,7,78,71
182325f3805c4b56a50f1cc795b47275,0,7,6,6
47bc66e73f5c4ec7a00fcf87ba244f41,0,3,6,6
47bc66e73f5c4ec7a00fcf87ba244f41,0,3,6,6
47bc66e73f5c4ec7a00fcf87ba244f41,0,3,6,6
47bc66e73f5c4ec7a00fcf87ba244f41,0,7,6,6
99a4baa64dfe4d60ae2ae622abf2452b,0,3,4,4
99a4baa64dfe4d60ae2ae622abf2452b,0,3,4,4
99a4baa64dfe4d60ae2ae622abf2452b,0,7,2,2
e16a3e93fd494883b237055447af2915,0,3,2,2
e16a3e93fd494883b237055447af2915,0,7,2,2
924e415c9ee74f579f8ef159e43a1f19,1,3,4,2
9ff3722c0dfc4142b4906ef03a698ee1,1,3,16,17
7489a4a7ecf14338b194a00703c6806a,0,3,10,6
93f5d99ad5e2462aaacf43adcfd77c9f,1,3,9,9
7489a4a7ecf14338b194a00703c6806a,0,7,4,2
d7b6e8b4acea4d70908781c2934d476e,0,3,7,4
93f5d99ad5e2462aaacf43adcfd77c9f,1,7,10,10
9ff3722c0dfc4142b4906ef03a698ee1,1,7,102,102
9ff3722c0dfc4142b4906ef03a698ee1,1,7,102,102
9f86ff3ab54c43f292d4f3cd49c1424e,0,3,10,7
d4e041f8cdcd4c52b4e6d9c12aab2b89,0,3,3,3
d4e041f8cdcd4c52b4e6d9c12aab2b89,0,7,2,2
9f86ff3ab54c43f292d4f3cd49c1424e,0,7,3,3
e74056473a314e409362a9bac3f00b8d,1,3,4,4
e74056473a314e409362a9bac3f00b8d,1,7,16,16
c2868220ec224a5e90926e4ba70677bc,0,3,2,2
c2868220ec224a5e90926e4ba70677bc,0,3,2,2
c2868220ec224a5e90926e4ba70677bc,0,7,2,2
505754003a3a4667a64007e632378a9e,0,3,2,2
505754003a3a4667a64007e632378a9e,0,7,2,2
ffff35fbaf9d43e0b3cf6923bce00d20,1,3,21,21
f2dbe5a86cc44ec59283506d9758c9c9,0,3,2,2
f2dbe5a86cc44ec59283506d9758c9c9,0,7,2,2
5f8e51b3dd204723929c5dee35094ae7,1,3,13,17
ffff35fbaf9d43e0b3cf6923bce00d20,1,7,85,85
f6e6b9b1bff24a39970e61b1048d8da0,0,3,5,6
5f8e51b3dd204723929c5dee35094ae7,1,7,2,2
d5c5c4f58cd44b55bfafc840e8533250,1,3,5,5
f43b7ae9113b4ad8abdd234a35190e3f,0,3,13,17
a0bd43235d9c461286f145afc0ef82a2,1,3,2,2
d5c5c4f58cd44b55bfafc840e8533250,1,7,2,2
a0bd43235d9c461286f145afc0ef82a2,1,7,4,4
f43b7ae9113b4ad8abdd234a35190e3f,0,7,16,21
f6e6b9b1bff24a39970e61b1048d8da0,0,7,2,2
5a11b7d975f04db18310df7425ca553d,0,3,6,6
5a11b7d975f04db18310df7425ca553d,0,7,2,6
8d748615ca484055807644277313ec7a,1,3,15,15
f3fef57ebfd74f4c85b8d284c5dddede,0,3,17,17
f3fef57ebfd74f4c85b8d284c5dddede,0,3,17,17
8d748615ca484055807644277313ec7a,1,7,19,19
f3fef57ebfd74f4c85b8d284c5dddede,0,7,5,5
303729538c6849f1bf8226c44b48c23a,1,3,6,6
303729538c6849f1bf8226c44b48c23a,1,3,6,6
303729538c6849f1bf8226c44b48c23a,1,7,35,35
5861c7e664bf4e40a4884e76545c3c4e,1,3,2,2
5861c7e664bf4e40a4884e76545c3c4e,1,7,4,4
02e0536158b8433ab3cd3ceef8097cac,1,3,2,2
02e0536158b8433ab3cd3ceef8097cac,1,7,2,2
6153aa443992488a901f070307b7e762,1,3,17,17
b6fb3e7ff7a7464aa9374fc1a887f864,0,3,3,3
a883c0a4fef249dda4520cb939b6401b,1,3,1,6
b6fb3e7ff7a7464aa9374fc1a887f864,0,7,2,2
a883c0a4fef249dda4520cb939b6401b,1,7,8,2
7828779768214088a99de095ea9f8ee6,1,3,2,2
6153aa443992488a901f070307b7e762,1,7,10,10
1fa3fc62c63a44c0ad7ca29514d960f5,1,3,4,4
61fee3a679bc4dab82979356b7c444fd,0,3,13,6
61fee3a679bc4dab82979356b7c444fd,0,7,2,2
ce05255f9218446abaf715d07d1ae267,1,3,5,5
ce05255f9218446abaf715d07d1ae267,1,3,5,5
ce05255f9218446abaf715d07d1ae267,1,7,7,7
ce05255f9218446abaf715d07d1ae267,1,7,7,7
